"","ref","tooth","tribe","species"
"823","DSCN4244","UM3","Antilopini","Antidorcas marsupialis"
"824","DSCN4248","UM3","Antilopini","Antidorcas marsupialis"
"825","DSCN4042","LM1","Bovini","Syncerus caffer"
"826","DSCN4047","LM1","Bovini","Syncerus caffer"
"827","DSCN4495","LM1","Bovini","Syncerus caffer"
"828","DSCN4504","LM1","Bovini","Syncerus caffer"
"829","DSCN4509","LM1","Bovini","Syncerus caffer"
"830","DSCN4513","LM1","Bovini","Syncerus caffer"
"831","DSCN4518","LM1","Bovini","Syncerus caffer"
"832","DSCN4522","LM1","Bovini","Syncerus caffer"
"833","DSCN4526","LM1","Bovini","Syncerus caffer"
"834","DSCN4530","LM1","Bovini","Syncerus caffer"
"835","DSCN4533","LM1","Bovini","Syncerus caffer"
"836","DSCN4537","LM1","Bovini","Syncerus caffer"
"837","DSCN4541","LM1","Bovini","Syncerus caffer"
"838","DSCN4550","LM1","Bovini","Syncerus caffer"
"839","DSCN4553","LM1","Bovini","Syncerus caffer"
"840","DSCN4556","LM1","Bovini","Syncerus caffer"
"841","DSCN5747","LM1","Bovini","Syncerus caffer"
"842","DSCN5757","LM1","Bovini","Syncerus caffer"
"843","DSCN5761","LM1","Bovini","Syncerus caffer"
"844","DSCN5765","LM1","Bovini","Syncerus caffer"
"845","DSCN6061","LM1","Bovini","Syncerus caffer"
"846","DSCN6065","LM1","Bovini","Syncerus caffer"
"847","DSCN4041","LM2","Bovini","Syncerus caffer"
"848","DSCN4046","LM2","Bovini","Syncerus caffer"
"849","DSCN4494","LM2","Bovini","Syncerus caffer"
"850","DSCN4498","LM2","Bovini","Syncerus caffer"
"851","DSCN4503","LM2","Bovini","Syncerus caffer"
"852","DSCN4508","LM2","Bovini","Syncerus caffer"
"853","DSCN4512","LM2","Bovini","Syncerus caffer"
"854","DSCN4517","LM2","Bovini","Syncerus caffer"
"855","DSCN4521","LM2","Bovini","Syncerus caffer"
"856","DSCN4525","LM2","Bovini","Syncerus caffer"
"857","DSCN4529","LM2","Bovini","Syncerus caffer"
"858","DSCN4532","LM2","Bovini","Syncerus caffer"
"859","DSCN4536","LM2","Bovini","Syncerus caffer"
"860","DSCN4544","LM2","Bovini","Syncerus caffer"
"861","DSCN4549","LM2","Bovini","Syncerus caffer"
"862","DSCN4552","LM2","Bovini","Syncerus caffer"
"863","DSCN4555","LM2","Bovini","Syncerus caffer"
"864","DSCN5746","LM2","Bovini","Syncerus caffer"
"865","DSCN5753","LM2","Bovini","Syncerus caffer"
"866","DSCN5756","LM2","Bovini","Syncerus caffer"
"867","DSCN5760","LM2","Bovini","Syncerus caffer"
"868","DSCN5764","LM2","Bovini","Syncerus caffer"
"869","DSCN6060","LM2","Bovini","Syncerus caffer"
"870","DSCN6064","LM2","Bovini","Syncerus caffer"
"871","DSCN6068","LM2","Bovini","Syncerus caffer"
"872","DSCN4045","LM3","Bovini","Syncerus caffer"
"873","DSCN4493","LM3","Bovini","Syncerus caffer"
"874","DSCN4497","LM3","Bovini","Syncerus caffer"
"875","DSCN4511","LM3","Bovini","Syncerus caffer"
"876","DSCN4516","LM3","Bovini","Syncerus caffer"
"877","DSCN4520","LM3","Bovini","Syncerus caffer"
"878","DSCN4524","LM3","Bovini","Syncerus caffer"
"879","DSCN4528","LM3","Bovini","Syncerus caffer"
"880","DSCN4531","LM3","Bovini","Syncerus caffer"
"881","DSCN4535","LM3","Bovini","Syncerus caffer"
"882","DSCN4539","LM3","Bovini","Syncerus caffer"
"883","DSCN4543","LM3","Bovini","Syncerus caffer"
"884","DSCN4554","LM3","Bovini","Syncerus caffer"
"885","DSCN5745","LM3","Bovini","Syncerus caffer"
"886","DSCN5749","LM3","Bovini","Syncerus caffer"
"887","DSCN5755","LM3","Bovini","Syncerus caffer"
"888","DSCN5759","LM3","Bovini","Syncerus caffer"
"889","DSCN5763","LM3","Bovini","Syncerus caffer"
"890","DSCN6059","LM3","Bovini","Syncerus caffer"
"891","DSCN3633","UM1","Bovini","Syncerus caffer"
"892","DSCN3638","UM1","Bovini","Syncerus caffer"
"893","DSCN3642","UM1","Bovini","Syncerus caffer"
"894","DSCN3984","UM1","Bovini","Syncerus caffer"
"895","DSCN3986","UM1","Bovini","Syncerus caffer"
"896","DSCN3990","UM1","Bovini","Syncerus caffer"
"897","DSCN3997","UM1","Bovini","Syncerus caffer"
"898","DSCN4006","UM1","Bovini","Syncerus caffer"
"899","DSCN4010","UM1","Bovini","Syncerus caffer"
"900","DSCN4014","UM1","Bovini","Syncerus caffer"
"901","DSCN4020","UM1","Bovini","Syncerus caffer"
"902","DSCN4024","UM1","Bovini","Syncerus caffer"
"903","DSCN4029","UM1","Bovini","Syncerus caffer"
"904","DSCN4033","UM1","Bovini","Syncerus caffer"
"905","DSCN4038","UM1","Bovini","Syncerus caffer"
"906","DSCN5712","UM1","Bovini","Syncerus caffer"
"907","DSCN5718","UM1","Bovini","Syncerus caffer"
"908","DSCN5722","UM1","Bovini","Syncerus caffer"
"909","DSCN5726","UM1","Bovini","Syncerus caffer"
"910","DSCN5730","UM1","Bovini","Syncerus caffer"
"911","DSCN5738","UM1","Bovini","Syncerus caffer"
"912","DSCN5742","UM1","Bovini","Syncerus caffer"
"913","DSCN5744","UM1","Bovini","Syncerus caffer"
"914","DSCN3627","UM2","Bovini","Syncerus caffer"
"915","DSCN3637","UM2","Bovini","Syncerus caffer"
"916","DSCN3641","UM2","Bovini","Syncerus caffer"
"917","DSCN3983","UM2","Bovini","Syncerus caffer"
"918","DSCN3989","UM2","Bovini","Syncerus caffer"
"919","DSCN3996","UM2","Bovini","Syncerus caffer"
"920","DSCN4001","UM2","Bovini","Syncerus caffer"
"921","DSCN4005","UM2","Bovini","Syncerus caffer"
"922","DSCN4009","UM2","Bovini","Syncerus caffer"
"923","DSCN4013","UM2","Bovini","Syncerus caffer"
"924","DSCN4017","UM2","Bovini","Syncerus caffer"
"925","DSCN4019","UM2","Bovini","Syncerus caffer"
"926","DSCN4023","UM2","Bovini","Syncerus caffer"
"927","DSCN4028","UM2","Bovini","Syncerus caffer"
"928","DSCN4032","UM2","Bovini","Syncerus caffer"
"929","DSCN4037","UM2","Bovini","Syncerus caffer"
"930","DSCN5711","UM2","Bovini","Syncerus caffer"
"931","DSCN5717","UM2","Bovini","Syncerus caffer"
"932","DSCN5721","UM2","Bovini","Syncerus caffer"
"933","DSCN5725","UM2","Bovini","Syncerus caffer"
"934","DSCN5729","UM2","Bovini","Syncerus caffer"
"935","DSCN5733","UM2","Bovini","Syncerus caffer"
"936","DSCN5737","UM2","Bovini","Syncerus caffer"
"937","DSCN5741","UM2","Bovini","Syncerus caffer"
"938","DSCN3626","UM3","Bovini","Syncerus caffer"
"939","DSCN3629","UM3","Bovini","Syncerus caffer"
"940","DSCN3636","UM3","Bovini","Syncerus caffer"
"941","DSCN3982","UM3","Bovini","Syncerus caffer"
"942","DSCN3995","UM3","Bovini","Syncerus caffer"
"943","DSCN4004","UM3","Bovini","Syncerus caffer"
"944","DSCN4008","UM3","Bovini","Syncerus caffer"
"945","DSCN4012","UM3","Bovini","Syncerus caffer"
"946","DSCN4016","UM3","Bovini","Syncerus caffer"
"947","DSCN4018","UM3","Bovini","Syncerus caffer"
"948","DSCN4022","UM3","Bovini","Syncerus caffer"
"949","DSCN4031","UM3","Bovini","Syncerus caffer"
"950","DSCN4035","UM3","Bovini","Syncerus caffer"
"951","DSCN5716","UM3","Bovini","Syncerus caffer"
"952","DSCN5728","UM3","Bovini","Syncerus caffer"
"953","DSCN5732","UM3","Bovini","Syncerus caffer"
"954","DSCN5739","UM3","Bovini","Syncerus caffer"
"955","DSCN3974","LM1","Hippotragini","Hippotragus equinus"
"956","DSCN5810","LM1","Hippotragini","Hippotragus equinus"
"957","DSCN5814","LM1","Hippotragini","Hippotragus equinus"
"958","DSCN5818","LM1","Hippotragini","Hippotragus equinus"
"959","DSCN5827","LM1","Hippotragini","Hippotragus equinus"
"960","DSCN5830","LM1","Hippotragini","Hippotragus equinus"
"961","DSCN5838","LM1","Hippotragini","Hippotragus equinus"
"962","DSCN5844","LM1","Hippotragini","Hippotragus equinus"
"963","DSCN3973","LM2","Hippotragini","Hippotragus equinus"
"964","DSCN3979","LM2","Hippotragini","Hippotragus equinus"
"965","DSCN5809","LM2","Hippotragini","Hippotragus equinus"
"966","DSCN5813","LM2","Hippotragini","Hippotragus equinus"
"967","DSCN5817","LM2","Hippotragini","Hippotragus equinus"
"968","DSCN5826","LM2","Hippotragini","Hippotragus equinus"
"969","DSCN5829","LM2","Hippotragini","Hippotragus equinus"
"970","DSCN5833","LM2","Hippotragini","Hippotragus equinus"
"971","DSCN5837","LM2","Hippotragini","Hippotragus equinus"
"972","DSCN5843","LM2","Hippotragini","Hippotragus equinus"
"973","DSCN5847","LM2","Hippotragini","Hippotragus equinus"
"974","DSCN3978","LM3","Hippotragini","Hippotragus equinus"
"975","DSCN5808","LM3","Hippotragini","Hippotragus equinus"
"976","DSCN5812","LM3","Hippotragini","Hippotragus equinus"
"977","DSCN5816","LM3","Hippotragini","Hippotragus equinus"
"978","DSCN5820","LM3","Hippotragini","Hippotragus equinus"
"979","DSCN5828","LM3","Hippotragini","Hippotragus equinus"
"980","DSCN5832","LM3","Hippotragini","Hippotragus equinus"
"981","DSCN5836","LM3","Hippotragini","Hippotragus equinus"
"982","DSCN5840","LM3","Hippotragini","Hippotragus equinus"
"983","DSCN5842","LM3","Hippotragini","Hippotragus equinus"
"984","DSCN5846","LM3","Hippotragini","Hippotragus equinus"
"985","DSCN3954","UM1","Hippotragini","Hippotragus equinus"
"986","DSCN3959","UM1","Hippotragini","Hippotragus equinus"
"987","DSCN3962","UM1","Hippotragini","Hippotragus equinus"
"988","DSCN3968","UM1","Hippotragini","Hippotragus equinus"
"989","DSCN5769","UM1","Hippotragini","Hippotragus equinus"
"990","DSCN5776","UM1","Hippotragini","Hippotragus equinus"
"991","DSCN5780","UM1","Hippotragini","Hippotragus equinus"
"992","DSCN5787","UM1","Hippotragini","Hippotragus equinus"
"993","DSCN5795","UM1","Hippotragini","Hippotragus equinus"
"994","DSCN5802","UM1","Hippotragini","Hippotragus equinus"
"995","DSCN3953","UM2","Hippotragini","Hippotragus equinus"
"996","DSCN3958","UM2","Hippotragini","Hippotragus equinus"
"997","DSCN3967","UM2","Hippotragini","Hippotragus equinus"
"998","DSCN5768","UM2","Hippotragini","Hippotragus equinus"
"999","DSCN5775","UM2","Hippotragini","Hippotragus equinus"
"1000","DSCN5779","UM2","Hippotragini","Hippotragus equinus"
"1001","DSCN5786","UM2","Hippotragini","Hippotragus equinus"
"1002","DSCN5790","UM2","Hippotragini","Hippotragus equinus"
"1003","DSCN5794","UM2","Hippotragini","Hippotragus equinus"
"1004","DSCN5801","UM2","Hippotragini","Hippotragus equinus"
"1005","DSCN5805","UM2","Hippotragini","Hippotragus equinus"
"1006","DSCN3952","UM3","Hippotragini","Hippotragus equinus"
"1007","DSCN3957","UM3","Hippotragini","Hippotragus equinus"
"1008","DSCN3965","UM3","Hippotragini","Hippotragus equinus"
"1009","DSCN5767","UM3","Hippotragini","Hippotragus equinus"
"1010","DSCN5771","UM3","Hippotragini","Hippotragus equinus"
"1011","DSCN5774","UM3","Hippotragini","Hippotragus equinus"
"1012","DSCN5778","UM3","Hippotragini","Hippotragus equinus"
"1013","DSCN5782","UM3","Hippotragini","Hippotragus equinus"
"1014","DSCN5785","UM3","Hippotragini","Hippotragus equinus"
"1015","DSCN5789","UM3","Hippotragini","Hippotragus equinus"
"1016","DSCN5793","UM3","Hippotragini","Hippotragus equinus"
"1017","DSCN5797","UM3","Hippotragini","Hippotragus equinus"
"1018","DSCN5800","UM3","Hippotragini","Hippotragus equinus"
"1019","DSCN5804","UM3","Hippotragini","Hippotragus equinus"
"1020","DSCN3950","LM1","Hippotragini","Hippotragus niger"
"1021","DSCN5978","LM1","Hippotragini","Hippotragus niger"
"1022","DSCN5982","LM1","Hippotragini","Hippotragus niger"
"1023","DSCN5986","LM1","Hippotragini","Hippotragus niger"
"1024","DSCN5990","LM1","Hippotragini","Hippotragus niger"
"1025","DSCN5998","LM1","Hippotragini","Hippotragus niger"
"1026","DSCN6005","LM1","Hippotragini","Hippotragus niger"
"1027","DSCN6009","LM1","Hippotragini","Hippotragus niger"
"1028","DSCN6017","LM1","Hippotragini","Hippotragus niger"
"1029","DSCN6022","LM1","Hippotragini","Hippotragus niger"
"1030","DSCN6026","LM1","Hippotragini","Hippotragus niger"
"1031","DSCN6030","LM1","Hippotragini","Hippotragus niger"
"1032","DSCN3949","LM2","Hippotragini","Hippotragus niger"
"1033","DSCN5970","LM2","Hippotragini","Hippotragus niger"
"1034","DSCN5974","LM2","Hippotragini","Hippotragus niger"
"1035","DSCN5977","LM2","Hippotragini","Hippotragus niger"
"1036","DSCN5985","LM2","Hippotragini","Hippotragus niger"
"1037","DSCN5989","LM2","Hippotragini","Hippotragus niger"
"1038","DSCN5993","LM2","Hippotragini","Hippotragus niger"
"1039","DSCN5997","LM2","Hippotragini","Hippotragus niger"
"1040","DSCN6004","LM2","Hippotragini","Hippotragus niger"
"1041","DSCN6008","LM2","Hippotragini","Hippotragus niger"
"1042","DSCN6012","LM2","Hippotragini","Hippotragus niger"
"1043","DSCN6016","LM2","Hippotragini","Hippotragus niger"
"1044","DSCN6020","LM2","Hippotragini","Hippotragus niger"
"1045","DSCN6025","LM2","Hippotragini","Hippotragus niger"
"1046","DSCN6029","LM2","Hippotragini","Hippotragus niger"
"1047","DSCN3948","LM3","Hippotragini","Hippotragus niger"
"1048","DSCN5969","LM3","Hippotragini","Hippotragus niger"
"1049","DSCN5973","LM3","Hippotragini","Hippotragus niger"
"1050","DSCN5976","LM3","Hippotragini","Hippotragus niger"
"1051","DSCN5980","LM3","Hippotragini","Hippotragus niger"
"1052","DSCN5984","LM3","Hippotragini","Hippotragus niger"
"1053","DSCN5988","LM3","Hippotragini","Hippotragus niger"
"1054","DSCN5992","LM3","Hippotragini","Hippotragus niger"
"1055","DSCN6000","LM3","Hippotragini","Hippotragus niger"
"1056","DSCN6003","LM3","Hippotragini","Hippotragus niger"
"1057","DSCN6007","LM3","Hippotragini","Hippotragus niger"
"1058","DSCN6011","LM3","Hippotragini","Hippotragus niger"
"1059","DSCN6024","LM3","Hippotragini","Hippotragus niger"
"1060","DSCN6028","LM3","Hippotragini","Hippotragus niger"
"1061","DSCN3932","UM1","Hippotragini","Hippotragus niger"
"1062","DSCN3942","UM1","Hippotragini","Hippotragus niger"
"1063","DSCN5855","UM1","Hippotragini","Hippotragus niger"
"1064","DSCN5859","UM1","Hippotragini","Hippotragus niger"
"1065","DSCN5863","UM1","Hippotragini","Hippotragus niger"
"1066","DSCN5867","UM1","Hippotragini","Hippotragus niger"
"1067","DSCN5871","UM1","Hippotragini","Hippotragus niger"
"1068","DSCN5875","UM1","Hippotragini","Hippotragus niger"
"1069","DSCN5879","UM1","Hippotragini","Hippotragus niger"
"1070","DSCN5883","UM1","Hippotragini","Hippotragus niger"
"1071","DSCN5887","UM1","Hippotragini","Hippotragus niger"
"1072","DSCN5898","UM1","Hippotragini","Hippotragus niger"
"1073","DSCN5902","UM1","Hippotragini","Hippotragus niger"
"1074","DSCN5905","UM1","Hippotragini","Hippotragus niger"
"1075","DSCN5909","UM1","Hippotragini","Hippotragus niger"
"1076","DSCN5913","UM1","Hippotragini","Hippotragus niger"
"1077","DSCN5917","UM1","Hippotragini","Hippotragus niger"
"1078","DSCN5933","UM1","Hippotragini","Hippotragus niger"
"1079","DSCN5941","UM1","Hippotragini","Hippotragus niger"
"1080","DSCN3931","UM2","Hippotragini","Hippotragus niger"
"1081","DSCN3934","UM2","Hippotragini","Hippotragus niger"
"1082","DSCN3938","UM2","Hippotragini","Hippotragus niger"
"1083","DSCN5854","UM2","Hippotragini","Hippotragus niger"
"1084","DSCN5858","UM2","Hippotragini","Hippotragus niger"
"1085","DSCN5862","UM2","Hippotragini","Hippotragus niger"
"1086","DSCN5870","UM2","Hippotragini","Hippotragus niger"
"1087","DSCN5874","UM2","Hippotragini","Hippotragus niger"
"1088","DSCN5882","UM2","Hippotragini","Hippotragus niger"
"1089","DSCN5886","UM2","Hippotragini","Hippotragus niger"
"1090","DSCN5890","UM2","Hippotragini","Hippotragus niger"
"1091","DSCN5897","UM2","Hippotragini","Hippotragus niger"
"1092","DSCN5901","UM2","Hippotragini","Hippotragus niger"
"1093","DSCN5904","UM2","Hippotragini","Hippotragus niger"
"1094","DSCN5908","UM2","Hippotragini","Hippotragus niger"
"1095","DSCN5909","UM2","Hippotragini","Hippotragus niger"
"1096","DSCN5916","UM2","Hippotragini","Hippotragus niger"
"1097","DSCN5921","UM2","Hippotragini","Hippotragus niger"
"1098","DSCN5928","UM2","Hippotragini","Hippotragus niger"
"1099","DSCN5932","UM2","Hippotragini","Hippotragus niger"
"1100","DSCN3927","UM3","Hippotragini","Hippotragus niger"
"1101","DSCN3930","UM3","Hippotragini","Hippotragus niger"
"1102","DSCN3933","UM3","Hippotragini","Hippotragus niger"
"1103","DSCN3937","UM3","Hippotragini","Hippotragus niger"
"1104","DSCN3940","UM3","Hippotragini","Hippotragus niger"
"1105","DSCN3944","UM3","Hippotragini","Hippotragus niger"
"1106","DSCN5850","UM3","Hippotragini","Hippotragus niger"
"1107","DSCN5853","UM3","Hippotragini","Hippotragus niger"
"1108","DSCN5861","UM3","Hippotragini","Hippotragus niger"
"1109","DSCN5865","UM3","Hippotragini","Hippotragus niger"
"1110","DSCN5869","UM3","Hippotragini","Hippotragus niger"
"1111","DSCN5873","UM3","Hippotragini","Hippotragus niger"
"1112","DSCN5877","UM3","Hippotragini","Hippotragus niger"
"1113","DSCN5881","UM3","Hippotragini","Hippotragus niger"
"1114","DSCN5885","UM3","Hippotragini","Hippotragus niger"
"1115","DSCN5889","UM3","Hippotragini","Hippotragus niger"
"1116","DSCN5894","UM3","Hippotragini","Hippotragus niger"
"1117","DSCN5896","UM3","Hippotragini","Hippotragus niger"
"1118","DSCN5900","UM3","Hippotragini","Hippotragus niger"
"1119","DSCN5903","UM3","Hippotragini","Hippotragus niger"
"1120","DSCN5907","UM3","Hippotragini","Hippotragus niger"
"1121","DSCN5911","UM3","Hippotragini","Hippotragus niger"
"1122","DSCN5915","UM3","Hippotragini","Hippotragus niger"
"1123","DSCN5920","UM3","Hippotragini","Hippotragus niger"
"1124","DSCN5924","UM3","Hippotragini","Hippotragus niger"
"1125","DSCN5927","UM3","Hippotragini","Hippotragus niger"
"1126","DSCN5931","UM3","Hippotragini","Hippotragus niger"
"1127","DSCN5935","UM3","Hippotragini","Hippotragus niger"
"1128","DSCN5939","UM3","Hippotragini","Hippotragus niger"
"1129","DSCN3852","LM1","Hippotragini","Oryx gazella"
"1130","DSCN3863","LM1","Hippotragini","Oryx gazella"
"1131","DSCN3871","LM1","Hippotragini","Oryx gazella"
"1132","DSCN3874","LM1","Hippotragini","Oryx gazella"
"1133","DSCN3921","LM1","Hippotragini","Oryx gazella"
"1134","DSCN6052","LM1","Hippotragini","Oryx gazella"
"1135","DSCN3851","LM2","Hippotragini","Oryx gazella"
"1136","DSCN3855","LM2","Hippotragini","Oryx gazella"
"1137","DSCN3862","LM2","Hippotragini","Oryx gazella"
"1138","DSCN3870","LM2","Hippotragini","Oryx gazella"
"1139","DSCN3873","LM2","Hippotragini","Oryx gazella"
"1140","DSCN3877","LM2","Hippotragini","Oryx gazella"
"1141","DSCN3885","LM2","Hippotragini","Oryx gazella"
"1142","DSCN3920","LM2","Hippotragini","Oryx gazella"
"1143","DSCN3924","LM2","Hippotragini","Oryx gazella"
"1144","DSCN6051","LM2","Hippotragini","Oryx gazella"
"1145","DSCN6056","LM2","Hippotragini","Oryx gazella"
"1146","DSCN3854","LM3","Hippotragini","Oryx gazella"
"1147","DSCN3861","LM3","Hippotragini","Oryx gazella"
"1148","DSCN3865","LM3","Hippotragini","Oryx gazella"
"1149","DSCN3876","LM3","Hippotragini","Oryx gazella"
"1150","DSCN3884","LM3","Hippotragini","Oryx gazella"
"1151","DSCN3923","LM3","Hippotragini","Oryx gazella"
"1152","DSCN6046","LM3","Hippotragini","Oryx gazella"
"1153","DSCN6050","LM3","Hippotragini","Oryx gazella"
"1154","DSCN6055","LM3","Hippotragini","Oryx gazella"
"1155","DSCN3800","UM1","Hippotragini","Oryx gazella"
"1156","DSCN3808","UM1","Hippotragini","Oryx gazella"
"1157","DSCN3816","UM1","Hippotragini","Oryx gazella"
"1158","DSCN3820","UM1","Hippotragini","Oryx gazella"
"1159","DSCN3824","UM1","Hippotragini","Oryx gazella"
"1160","DSCN3827","UM1","Hippotragini","Oryx gazella"
"1161","DSCN3847","UM1","Hippotragini","Oryx gazella"
"1162","DSCN6034","UM1","Hippotragini","Oryx gazella"
"1163","DSCN6041","UM1","Hippotragini","Oryx gazella"
"1164","DSCN3799","UM2","Hippotragini","Oryx gazella"
"1165","DSCN3803","UM2","Hippotragini","Oryx gazella"
"1166","DSCN3815","UM2","Hippotragini","Oryx gazella"
"1167","DSCN3819","UM2","Hippotragini","Oryx gazella"
"1168","DSCN3823","UM2","Hippotragini","Oryx gazella"
"1169","DSCN3830","UM2","Hippotragini","Oryx gazella"
"1170","DSCN3842","UM2","Hippotragini","Oryx gazella"
"1171","DSCN3846","UM2","Hippotragini","Oryx gazella"
"1172","DSCN6033","UM2","Hippotragini","Oryx gazella"
"1173","DSCN6037","UM2","Hippotragini","Oryx gazella"
"1174","DSCN6040","UM2","Hippotragini","Oryx gazella"
"1175","DSCN3798","UM3","Hippotragini","Oryx gazella"
"1176","DSCN3802","UM3","Hippotragini","Oryx gazella"
"1177","DSCN3806","UM3","Hippotragini","Oryx gazella"
"1178","DSCN3810","UM3","Hippotragini","Oryx gazella"
"1179","DSCN3814","UM3","Hippotragini","Oryx gazella"
"1180","DSCN3818","UM3","Hippotragini","Oryx gazella"
"1181","DSCN3822","UM3","Hippotragini","Oryx gazella"
"1182","DSCN3828","UM3","Hippotragini","Oryx gazella"
"1183","DSCN3833","UM3","Hippotragini","Oryx gazella"
"1184","DSCN3837","UM3","Hippotragini","Oryx gazella"
"1185","DSCN3841","UM3","Hippotragini","Oryx gazella"
"1186","DSCN3845","UM3","Hippotragini","Oryx gazella"
"1187","DSCN6032","UM3","Hippotragini","Oryx gazella"
"1188","DSCN6036","UM3","Hippotragini","Oryx gazella"
"1189","DSCN6042","UM3","Hippotragini","Oryx gazella"
"1190","DSCN5555","LM1","Neotragini","Oreotragus oreotragus"
"1191","DSCN5559","LM1","Neotragini","Oreotragus oreotragus"
"1192","DSCN5563","LM1","Neotragini","Oreotragus oreotragus"
"1193","DSCN5567","LM1","Neotragini","Oreotragus oreotragus"
"1194","DSCN5571","LM1","Neotragini","Oreotragus oreotragus"
"1195","DSCN5575","LM1","Neotragini","Oreotragus oreotragus"
"1196","DSCN5579","LM1","Neotragini","Oreotragus oreotragus"
"1197","DSCN5582","LM1","Neotragini","Oreotragus oreotragus"
"1198","DSCN5586","LM1","Neotragini","Oreotragus oreotragus"
"1199","DSCN5590","LM1","Neotragini","Oreotragus oreotragus"
"1200","DSCN5594","LM1","Neotragini","Oreotragus oreotragus"
"1201","DSCN5598","LM1","Neotragini","Oreotragus oreotragus"
"1202","DSCN5554","LM2","Neotragini","Oreotragus oreotragus"
"1203","DSCN5558","LM2","Neotragini","Oreotragus oreotragus"
"1204","DSCN5562","LM2","Neotragini","Oreotragus oreotragus"
"1205","DSCN5566","LM2","Neotragini","Oreotragus oreotragus"
"1206","DSCN5570","LM2","Neotragini","Oreotragus oreotragus"
"1207","DSCN5574","LM2","Neotragini","Oreotragus oreotragus"
"1208","DSCN5578","LM2","Neotragini","Oreotragus oreotragus"
"1209","DSCN5581","LM2","Neotragini","Oreotragus oreotragus"
"1210","DSCN5585","LM2","Neotragini","Oreotragus oreotragus"
"1211","DSCN5589","LM2","Neotragini","Oreotragus oreotragus"
"1212","DSCN5593","LM2","Neotragini","Oreotragus oreotragus"
"1213","DSCN5597","LM2","Neotragini","Oreotragus oreotragus"
"1214","DSCN5553","LM3","Neotragini","Oreotragus oreotragus"
"1215","DSCN5557","LM3","Neotragini","Oreotragus oreotragus"
"1216","DSCN5561","LM3","Neotragini","Oreotragus oreotragus"
"1217","DSCN5565","LM3","Neotragini","Oreotragus oreotragus"
"1218","DSCN5569","LM3","Neotragini","Oreotragus oreotragus"
"1219","DSCN5573","LM3","Neotragini","Oreotragus oreotragus"
"1220","DSCN5577","LM3","Neotragini","Oreotragus oreotragus"
"1221","DSCN5580","LM3","Neotragini","Oreotragus oreotragus"
"1222","DSCN5584","LM3","Neotragini","Oreotragus oreotragus"
"1223","DSCN5588","LM3","Neotragini","Oreotragus oreotragus"
"1224","DSCN5592","LM3","Neotragini","Oreotragus oreotragus"
"1225","DSCN5596","LM3","Neotragini","Oreotragus oreotragus"
"1226","DSCN5505","UM1","Neotragini","Oreotragus oreotragus"
"1227","DSCN5509","UM1","Neotragini","Oreotragus oreotragus"
"1228","DSCN5513","UM1","Neotragini","Oreotragus oreotragus"
"1229","DSCN5517","UM1","Neotragini","Oreotragus oreotragus"
"1230","DSCN5521","UM1","Neotragini","Oreotragus oreotragus"
"1231","DSCN5525","UM1","Neotragini","Oreotragus oreotragus"
"1232","DSCN5528","UM1","Neotragini","Oreotragus oreotragus"
"1233","DSCN5531","UM1","Neotragini","Oreotragus oreotragus"
"1234","DSCN5535","UM1","Neotragini","Oreotragus oreotragus"
"1235","DSCN5543","UM1","Neotragini","Oreotragus oreotragus"
"1236","DSCN5547","UM1","Neotragini","Oreotragus oreotragus"
"1237","DSCN5551","UM1","Neotragini","Oreotragus oreotragus"
"1238","DSCN5504","UM2","Neotragini","Oreotragus oreotragus"
"1239","DSCN5508","UM2","Neotragini","Oreotragus oreotragus"
"1240","DSCN5512","UM2","Neotragini","Oreotragus oreotragus"
"1241","DSCN5516","UM2","Neotragini","Oreotragus oreotragus"
"1242","DSCN5520","UM2","Neotragini","Oreotragus oreotragus"
"1243","DSCN5524","UM2","Neotragini","Oreotragus oreotragus"
"1244","DSCN5527","UM2","Neotragini","Oreotragus oreotragus"
"1245","DSCN5530","UM2","Neotragini","Oreotragus oreotragus"
"1246","DSCN5534","UM2","Neotragini","Oreotragus oreotragus"
"1247","DSCN5538","UM2","Neotragini","Oreotragus oreotragus"
"1248","DSCN5542","UM2","Neotragini","Oreotragus oreotragus"
"1249","DSCN5546","UM2","Neotragini","Oreotragus oreotragus"
"1250","DSCN5550","UM2","Neotragini","Oreotragus oreotragus"
"1251","DSCN5503","UM3","Neotragini","Oreotragus oreotragus"
"1252","DSCN5507","UM3","Neotragini","Oreotragus oreotragus"
"1253","DSCN5511","UM3","Neotragini","Oreotragus oreotragus"
"1254","DSCN5515","UM3","Neotragini","Oreotragus oreotragus"
"1255","DSCN5519","UM3","Neotragini","Oreotragus oreotragus"
"1256","DSCN5523","UM3","Neotragini","Oreotragus oreotragus"
"1257","DSCN5526","UM3","Neotragini","Oreotragus oreotragus"
"1258","DSCN5533","UM3","Neotragini","Oreotragus oreotragus"
"1259","DSCN5537","UM3","Neotragini","Oreotragus oreotragus"
"1260","DSCN5541","UM3","Neotragini","Oreotragus oreotragus"
"1261","DSCN5545","UM3","Neotragini","Oreotragus oreotragus"
"1262","DSCN5549","UM3","Neotragini","Oreotragus oreotragus"
"1263","DSCN3792","LM1","Neotragini","Ourebia ourebi"
"1264","DSCN3796","LM1","Neotragini","Ourebia ourebi"
"1265","DSCN5630","LM1","Neotragini","Ourebia ourebi"
"1266","DSCN5634","LM1","Neotragini","Ourebia ourebi"
"1267","DSCN5638","LM1","Neotragini","Ourebia ourebi"
